publishable,flesch_kincaid_grade_level,gunning_fog_index,dale_chall,smog_index,table_count,table_citation_presence,table_density,no_of_columns_per_page_of_table,title_abstract_consistency,presence_of_opposite_number_of_sections,reference_count,figures_to_text_ratio,equation_density,technical_jargon_score,novelty_score,interdisciplinary_impact_score
0,13.3,11.49,7.09,14.7,0.0,0,0.0,0.0,0.5239878110587597,2.0,18.0,0.0,0.0053475935828877,0.0253929866989117,0.4244030246996328,0.0116587268188595
0,10.5,9.6,7.01,12.2,9.0,1,1.0,5.111111111111111,0.7702576220035553,2.0,0.0,0.0,0.0050210560414642,0.0045068928950159,0.5975872678416116,0.1349385931459972
0,7.6,8.23,6.27,10.7,1.0,0,0.0384615384615384,9.0,0.5293786600232124,2.0,66.0,0.0,0.0241680609778769,0.0124346474494842,0.4858201725142342,0.0985476001612679
0,11.6,10.59,7.14,13.9,13.0,1,0.9285714285714286,4.923076923076923,0.5038365414366126,1.0,31.0,0.0,0.008970099667774,0.0185467479674796,0.5630971078077952,0.2770180828283446
0,11.9,11.86,9.29,14.3,1.0,0,0.5,2.0,0.7572255730628967,4.0,14.0,0.0721732157177225,0.0024057738572574,0.0146699266503667,0.6220835200377873,0.0671152667060747
0,10.9,9.46,6.4,13.0,59.0,0,1.7878787878787878,2.4915254237288136,0.5304550640285015,1.0,93.0,0.0,0.0064640246248557,0.008814196732871,0.44459873134807,0.1299063831594875
0,8.9,8.74,6.57,11.7,5.0,1,0.5,7.0,0.565297856926918,2.0,42.0,0.0,0.0023097112860892,0.0120461770118788,0.5532860132955736,0.2639116806472706
0,8.7,8.45,6.63,11.0,11.0,0,1.375,10.363636363636363,0.6452259719371796,1.0,8.0,0.0,0.003734827264239,0.012983831455169,0.3531578870380626,0.0792267270876071
0,9.4,9.49,6.54,12.1,6.0,0,0.3333333333333333,3.3333333333333335,0.5814874097704887,1.0,0.0,0.0,0.005863416877443,0.0114370959721531,0.5102245293384374,0.1014799713256016
0,9.5,9.81,7.0,12.6,1.0,1,0.0833333333333333,10.0,0.5404284447431564,2.0,45.0,0.0,0.0131118881118881,0.0079604721383475,0.5993523407550085,0.0987230330748971
0,9.8,8.38,6.29,11.8,0.0,1,0.0,0.0,0.7365263402462006,3.0,34.0,0.0023072747014115,0.0004071661237785,0.0153698366954851,0.5480684552503668,0.208625650288258
0,9.7,8.42,8.08,12.6,5.0,1,0.3846153846153846,5.8,0.5097029767930508,2.0,19.0,0.0,0.0438051650866296,0.0013477088948787,0.5122940599918366,0.0923752245763004
0,10.8,10.33,7.56,12.8,1.0,0,0.25,10.0,0.0,4.0,17.0,0.0,0.0079201101928374,0.0048123195380173,0.5963284327073044,0.0099648687988519
0,12.0,10.21,7.55,13.9,3.0,1,0.125,7.0,0.547602966427803,3.0,72.0,0.0,0.0096401900882552,0.0114991482112436,0.5805250763893128,0.0951594466103242
0,10.0,10.82,8.03,12.3,0.0,0,0.0,0.0,0.5492450706660748,2.0,14.0,0.0,0.0036082474226804,0.0058284762697751,0.6360161425811903,0.0390361448749899
0,8.9,9.46,7.41,12.2,4.0,1,0.5,3.0,0.8178181946277618,2.0,0.0,0.0,0.0079895646502527,0.0112923462986198,0.48601895570755,0.2593310302989423
0,11.6,9.51,7.3,13.5,6.0,1,0.6666666666666666,4.333333333333333,0.502298432867974,4.0,29.0,0.0,0.0102278010227801,0.0116429495472186,0.5630214018821716,0.2569263531534361
0,12.0,9.51,7.59,13.7,12.0,1,2.0,4.416666666666667,0.7870270609855652,2.0,34.0,0.0006759801712483,0.0144209103199639,0.0118460019743336,0.4411937934596364,0.145755384575151
0,12.2,10.26,7.01,14.6,2.0,1,0.0588235294117647,6.0,0.5233786161988974,2.0,0.0,0.0,0.0055654939375869,0.0075130328120208,0.3904551446437835,0.1192470832187696
0,10.3,10.63,7.29,13.1,0.0,0,0.0,0.0,0.4938501305878162,2.0,15.0,0.0,0.0103054150271688,0.0074264495858326,0.5790179585466291,0.05343535217316
0,9.3,8.53,7.37,12.2,6.0,1,0.75,3.8333333333333335,0.6849344670772552,2.0,0.0,0.0,0.0112122196945076,0.0068914595126753,0.5585650444030761,0.0306880569085478
0,11.6,9.76,7.16,13.7,7.0,1,1.0,4.285714285714286,0.8432106077671051,2.0,32.0,0.00021734405564,0.0015214083894805,0.0035486160397444,0.4082511197539824,0.057287516257518
0,9.1,8.97,6.68,12.2,2.0,0,0.0909090909090909,2.5,0.547871895134449,3.0,68.0,0.0,0.0189573459715639,0.0060777957860615,0.513348568067318,0.2610470136915597
0,8.3,8.71,7.37,11.7,0.0,0,0.0,0.0,0.5740325599908829,3.0,0.0,0.0,0.0033975084937712,0.0008722197993894,0.5122704024748369,0.0085495691746473
0,8.0,7.87,6.86,11.2,2.0,1,0.1,3.5,0.5611062273383141,1.0,0.0,0.0,0.0149389451805663,0.0247471486980847,0.5215886056423187,0.0486705323281168
0,12.2,10.8,6.82,14.7,20.0,0,1.818181818181818,4.9,0.5402961149811745,3.0,54.0,0.0014802283780926,0.0084584478748149,0.0093624609897458,0.5634880077838897,0.0492828655522316
0,9.5,9.83,6.93,12.2,4.0,0,0.3076923076923077,8.25,0.5365870147943497,0.0,32.0,0.0,0.0068563592732259,0.0050747110234,0.5284296228218887,0.0739808944851149
0,8.9,8.1,7.23,11.9,3.0,1,0.5,7.333333333333333,0.5375715158879757,3.0,27.0,0.0007545271629778,0.0037726358148893,0.0096638655462184,0.6017173018348351,0.0027716472744941
0,8.6,8.2,6.29,11.6,1.0,0,0.037037037037037,1.0,0.5186594389379025,2.0,0.0,0.0,0.0118950793005286,0.0249007027192178,0.5768476085229354,0.0442696227383493
0,12.0,10.54,7.8,13.7,1.0,0,0.1666666666666666,9.0,0.5763366669416428,2.0,24.0,0.001727115716753,0.0105785837651122,0.0171350239890335,0.5419700609258384,0.2607028313763261
0,10.7,10.59,7.08,12.4,4.0,1,0.2222222222222222,6.25,0.5493244528770447,2.0,16.0,0.0,0.0058457237260134,0.006829088224437,0.5502126395702363,0.0865991763246903
0,10.0,8.08,7.34,12.3,4.0,1,0.4444444444444444,6.25,0.5240859612822533,1.0,0.0,0.0,0.0011768661735036,0.0140086206896551,0.4616498060946195,0.0832555964271825
0,9.7,8.49,6.73,12.4,6.0,0,0.3157894736842105,2.6666666666666665,0.515336062759161,0.0,79.0,0.0,0.0138236478325057,0.0171088043060361,0.5458704315248083,0.0947166363998126
0,10.3,9.44,7.32,12.4,4.0,1,0.25,3.0,0.0,2.0,0.0,0.0006011421701232,0.0037571385632702,0.0022909507445589,0.4491960046360793,0.0989026698759794
0,9.8,9.54,6.35,12.8,2.0,1,0.0714285714285714,8.0,0.7127946019172668,3.0,0.0,0.0001588940970842,0.0084213871454675,0.021622878400372,0.5292629964024056,0.0385183950223442
0,12.1,10.94,7.82,14.1,7.0,0,1.4,2.142857142857143,0.8224644064903259,2.0,15.0,0.0013778849466069,0.0,0.0185286103542234,0.5005182640611633,0.0352206107228994
0,10.8,10.32,6.51,13.3,52.0,0,1.7333333333333334,2.8846153846153846,0.4944404261186719,3.0,65.0,0.0194683026584867,0.0150511247443762,0.0079346826126954,0.6111351511980359,0.200671445266626
0,9.8,9.27,6.29,12.1,2.0,1,0.0689655172413793,6.0,0.5422380417585373,2.0,91.0,0.0,0.0085528827796869,0.0083258325832583,0.4911789479285059,0.0164448272436857
0,11.5,9.37,6.55,13.9,4.0,1,0.1666666666666666,5.25,0.5260283462703228,0.0,0.0,0.0004201680672268,0.0014285714285714,0.0046354825115887,0.4748112150600979,0.2677095023350581
0,10.4,10.17,7.82,12.9,0.0,0,0.0,0.0,0.5444279760122299,3.0,36.0,0.0,0.0093109869646182,0.0127454357561143,0.4916091856555404,0.1353013295259522
0,10.9,9.62,7.04,12.8,1.0,1,0.0625,6.0,0.5071438830345869,1.0,0.0,0.0,0.0142299107142857,0.0134793597304128,0.4990808010101318,0.1697680398674555
0,11.8,9.69,6.75,14.4,3.0,1,0.12,3.0,0.5365650728344917,3.0,32.0,0.0001033057851239,0.0025826446280991,0.0011939280231963,0.4577890492729004,0.04678554680019
0,9.1,8.71,6.1,12.1,0.0,0,0.0,0.0,0.81425940990448,3.0,32.0,0.0,0.011161604081958,0.0130081300813008,0.4716169023169921,0.0648622286278041
0,9.9,9.28,6.15,11.7,0.0,0,0.0,0.0,0.5214919690042734,2.0,0.0,0.0,0.005949061163785,0.007023973125668,0.4208679642226245,0.0206643525511026
0,12.8,9.81,5.96,15.2,0.0,0,0.0,0.0,0.5733104720711708,2.0,0.0,0.0001272183703326,0.001335792888493,0.0012189716312056,0.4953279881581773,0.0301434395874448
0,11.6,9.97,7.18,13.6,6.0,1,1.0,5.833333333333333,0.494367207866162,1.0,27.0,0.001302648719062,0.0002171081198436,0.0075940628236106,0.5795819840260914,0.0180017262600039
0,6.6,6.93,6.42,9.8,1.0,0,0.0769230769230769,4.0,0.5425381623208523,4.0,39.0,0.0,0.0096791539702455,0.0037945125510799,0.3555486863309687,0.0895656137645498
0,12.0,9.55,6.65,13.4,26.0,0,0.7878787878787878,2.0,0.5165742412209511,1.0,0.0,0.0,0.0006941873380229,0.0306432038834951,0.4991065530358134,0.1264188966328245
0,9.7,9.12,7.4,12.4,4.0,0,0.8,7.0,0.7741653323173523,2.0,50.0,0.0002287805994051,0.0016014641958361,0.001926782273603,0.5181266567923806,0.119516570357512
0,10.2,9.59,7.48,13.2,9.0,1,1.125,2.5555555555555554,0.7802075743675232,2.0,0.0,0.0003522367030644,0.0163790066924973,0.011472275334608,0.6315720002082261,0.2385395654569226
0,7.9,8.45,6.24,11.0,1.0,0,0.04,3.0,0.5351267382502556,3.0,0.0,0.0,0.0070907617504051,0.0037470023980815,0.4099129800733767,0.0784403670764334
0,13.4,11.18,8.2,14.7,2.0,1,0.5,3.5,0.549398597329855,3.0,9.0,0.0178156467854376,0.0,0.0175552665799739,0.533001536747505,0.0431233252485443
0,9.2,8.12,7.76,11.5,6.0,1,0.6,3.0,0.5578408688306808,2.0,0.0,0.0,0.0004089979550102,0.0054644808743169,0.5419709986164456,0.4101906453563677
0,10.6,9.02,6.45,12.9,57.0,1,3.1666666666666665,3.6666666666666665,0.7274499535560608,2.0,0.0,0.0,0.0055894745893885,0.016594799425062,0.3847683696911252,0.1512882288751724
0,10.3,8.81,7.66,12.0,5.0,0,0.625,5.0,0.780145525932312,1.0,0.0,0.0,0.007567219449364,0.0090287945339189,0.6260144422210536,0.1614299453008097
0,9.4,9.26,6.43,11.9,2.0,0,0.0689655172413793,8.5,0.8200827538967133,3.0,77.0,0.0,0.012918379330593,0.0112643678160919,0.4111237971555619,0.1362850639356212
0,10.0,8.78,6.73,12.6,0.0,0,0.0,0.0,0.5333372429013252,1.0,97.0,0.0,0.011221787920817,0.0037735849056603,0.5158198833465576,0.0813010409844391
0,12.0,10.41,7.3,13.5,2.0,1,0.1818181818181818,5.5,0.7212219387292862,2.0,54.0,0.0025758969641214,0.0,0.0061211340206185,0.4209287289070756,0.1393746438006863
0,11.3,10.55,8.25,13.7,3.0,0,0.75,2.3333333333333335,0.0,2.0,24.0,0.0608303830061152,0.00418410041841,0.0265582655826558,0.4745286469459533,0.0439412909625499
0,9.7,8.05,5.93,12.7,5.0,1,0.1041666666666666,4.2,0.0,0.0,0.0,0.0005938998006193,0.0030119204174267,0.0192905596382136,0.3446489116040672,0.0838592332389271
0,11.8,9.77,6.67,14.6,4.0,1,0.2352941176470588,4.75,0.5154292341321707,2.0,73.0,0.0,0.0046204620462046,0.006185191922867,0.4484948365311874,0.1982898940339041
0,8.9,8.23,6.36,11.6,5.0,1,0.131578947368421,6.0,0.5302257500588894,0.0,60.0,0.0,0.0087308730873087,0.004413864728028,0.5201777935028077,0.0167001593858003
0,11.2,11.67,9.63,13.6,8.0,1,1.6,2.875,0.0,5.0,0.0,0.0003286230693394,0.0,0.0,0.6641228288412094,0.0286380895413458
0,9.0,8.13,7.31,12.2,3.0,1,0.2142857142857142,4.333333333333333,0.5467030368745327,2.0,47.0,0.0020420665713702,0.0026546865427812,0.0139605462822458,0.5223227490200086,0.0166694171726703
0,9.3,9.19,6.57,12.0,0.0,0,0.0,0.0,0.5149616003036499,2.0,63.0,0.0,0.0106565830182193,0.0106420716566158,0.4263458275794983,0.0599860876398562
0,13.2,10.65,8.13,15.0,0.0,1,0.0,0.0,0.8169869482517242,1.0,0.0,0.0017158544955387,0.0,0.005926724137931,0.4833335627680239,0.1317741641462809
0,7.8,8.74,7.34,11.5,0.0,0,0.0,0.0,0.5559283047914505,2.0,0.0,0.0,0.008714596949891,0.0096908167974157,0.5948284380965763,0.2761933289237678
0,9.8,8.7,6.65,12.9,9.0,1,0.375,4.777777777777778,0.4931353749707341,2.0,0.0,0.0002378498374692,0.0039641639578212,0.0211066062485094,0.5564584215482076,0.1859941282238562
0,11.1,9.45,7.2,13.1,0.0,0,0.0,0.0,0.798193097114563,2.0,58.0,0.0,0.0065520065520065,0.0290999323257387,0.431776716585817,0.2290798407408597
0,8.7,8.09,6.22,11.1,6.0,0,0.3529411764705882,3.0,0.5575796514749527,2.0,40.0,0.0,0.004475460820754,0.0027821458812144,0.6188919843328231,0.024369303882122
0,10.3,9.89,7.49,13.5,0.0,0,0.0,0.0,0.5413440652191639,3.0,27.0,0.0,0.0011061946902654,0.003384912959381,0.3149161565537984,0.2937040607215716
0,10.3,9.5,5.83,12.9,1.0,0,0.0434782608695652,1.0,0.0,5.0,61.0,0.0,0.0033121722329561,0.0112124667426833,0.5509899398684502,0.0455078267396833
0,12.0,9.65,7.39,13.8,1.0,0,0.0333333333333333,4.0,0.8007093667984009,1.0,67.0,0.001594387755102,0.000797193877551,0.0210637177461822,0.5094360470771789,0.1078427670576895
0,9.2,9.64,7.51,12.3,65.0,0,10.833333333333334,4.815384615384615,0.5020900443196297,2.0,36.0,0.0,0.0102237654320987,0.011011301072153,0.5208078917173239,0.1505642899117354
0,8.9,8.88,6.6,12.5,2.0,0,0.1818181818181818,6.0,0.5693554580211639,3.0,0.0,0.0,0.0024444444444444,0.0252986647926914,0.5449877259436618,0.1118338245923626
0,9.6,10.35,7.94,12.5,5.0,1,0.625,4.2,0.8686884939670563,2.0,34.0,0.0010850694444444,0.0123697916666666,0.014776742691937,0.5504970550537109,0.14645469384018
0,8.5,8.3,6.68,11.3,7.0,0,0.4117647058823529,8.0,0.8563955128192902,2.0,0.0,0.0,0.0114408887415022,0.0120512176751192,0.4623225927352905,0.1172707128788239
0,10.0,9.77,7.91,12.7,4.0,1,0.4444444444444444,7.5,0.8426500558853149,2.0,0.0,0.001796798431885,0.0027768703038222,0.0084851509857748,0.558443140632966,0.1431495419645367
0,9.2,8.62,6.36,12.4,2.0,0,0.0952380952380952,5.0,0.5155617669224739,2.0,19.0,0.0,0.0059872611464968,0.0335754957785195,0.5460020114236803,0.0630036534491226
0,12.7,11.85,7.59,15.8,12.0,1,0.4285714285714285,8.083333333333334,0.0,5.0,0.0,0.0,0.0125593505896768,0.0075400565504241,0.6192380883991718,0.1502394011762075
0,10.7,9.7,7.18,13.1,2.0,1,0.1428571428571428,5.5,0.5373993031680584,2.0,21.0,0.0,0.0041254125412541,0.0149058577405857,0.5311300180490734,0.146629883119949
0,10.1,9.01,6.98,12.4,10.0,1,1.25,4.1,0.7159743905067444,2.0,0.0,0.0,0.0030829141651792,0.0088072471061902,0.5802455052480859,0.0904726096904873
0,10.3,9.55,7.37,12.8,5.0,0,0.8333333333333334,6.4,0.5175136160105467,3.0,83.0,0.0,0.0084260195483653,0.0123135211934643,0.5655757803705674,0.1848408911740281
0,10.9,9.57,6.47,13.3,1.0,0,0.0357142857142857,6.0,0.0,3.0,0.0,0.00028549676437,0.0044727826417967,0.010941247002398,0.508793603181839,0.0423663034478536
0,10.1,9.22,7.07,12.8,6.0,1,0.375,12.0,0.6222303882241249,3.0,43.0,0.0,0.004263786242183,0.0187583742742295,0.5589317654409717,0.2414300827517942
0,10.3,9.31,7.0,12.6,2.0,0,0.1818181818181818,9.5,0.5108426455408335,1.0,130.0,0.0,0.0114392125565309,0.0147353101691831,0.5390704300866198,0.0583428789765979
0,9.5,8.59,7.41,11.9,4.0,1,0.5,2.75,0.8661707937717438,2.0,0.0,0.0,0.0115041208791208,0.0244694132334581,0.5295260320449697,0.0570086389991711
0,12.4,10.36,7.74,14.5,2.0,0,0.4,2.5,0.5773608162999153,2.0,73.0,0.0,0.0,0.0050721810378462,0.4773937240975802,0.2117251684303875
0,6.5,7.05,6.24,10.3,2.0,0,0.0909090909090909,3.0,0.5696539059281349,2.0,51.0,0.0,0.0066001760046934,0.0012172854534388,0.5793982195002693,0.228561687836165
0,10.6,9.49,6.82,13.0,5.0,0,0.2272727272727272,8.4,0.5389093235135078,2.0,31.0,0.0,0.0115781525295746,0.0135516657255787,0.4908269218329725,0.0601934519545438
0,8.8,9.22,7.17,12.0,0.0,0,0.0,0.0,0.5444371290504932,3.0,50.0,0.0,0.023397514014136,0.0039797395079594,0.6540352813575578,0.0246597021818161
0,12.1,11.13,8.2,14.1,1.0,0,0.125,1.0,0.5752697139978409,3.0,24.0,0.0003918495297805,0.0015673981191222,0.0499052432090966,0.6096239288016629,0.0869511681600385
0,10.1,10.09,7.37,13.3,5.0,0,0.4166666666666667,7.0,0.5368769615888596,3.0,34.0,0.0,0.0084668192219679,0.0010266940451745,0.7060841968361761,0.0379510354250669
0,12.3,9.85,6.51,14.2,0.0,0,0.0,0.0,0.8175765573978424,2.0,25.0,0.0,0.0039162524476577,0.0032427039161885,0.5909560489896182,0.0611637889025023
0,9.3,7.27,5.6,12.2,134.0,0,3.941176470588235,3.9402985074626864,0.5186156257987022,2.0,46.0,0.0,0.0115193644488579,0.0029258480387674,0.3612868279218674,0.1929175116733437
0,11.3,10.71,7.54,13.1,2.0,1,0.1428571428571428,2.0,0.5221030190587044,2.0,32.0,0.0,0.0065213340786286,0.0103437785214481,0.4119778156280518,0.0742173782468095
0,8.7,9.24,6.23,10.7,0.0,0,0.0,0.0,0.5654426589608192,3.0,45.0,0.0,0.0110774474531338,0.0047318611987381,0.3656939625740051,0.0551071234802947
0,11.5,9.46,5.73,13.8,3.0,1,0.046875,6.666666666666667,0.5304717719554901,1.0,0.0,0.0,0.0007100737859281,0.005820399113082,0.5517087434294037,0.2918904746382152
0,7.0,7.66,6.21,10.8,11.0,1,0.3928571428571428,3.636363636363636,0.7559680938720703,2.0,106.0,0.0,0.0096704484062668,0.0128878281622911,0.5439313634727778,0.1320823376571538
0,8.7,7.66,7.0,11.9,7.0,0,0.6363636363636364,7.428571428571429,0.0,1.0,92.0,0.0,0.0149964294215662,0.0184174624829467,0.5190650821759784,0.1196430919676055
0,9.4,8.96,6.6,11.3,22.0,0,0.6285714285714286,1.9090909090909092,0.5329737216234207,1.0,0.0,0.0,0.0069213994500805,0.004630890765459,0.4760264381214425,0.001832327991724
0,8.0,8.22,5.72,11.3,3.0,0,0.0555555555555555,4.333333333333333,0.7909918427467346,2.0,4.0,0.0,0.0058165013346081,0.0154913144931293,0.414072145642461,0.1161679162820572
0,11.8,10.36,7.2,13.6,3.0,1,0.3,3.3333333333333335,0.5161925461143255,3.0,17.0,0.0,0.018267784225231,0.0136363636363636,0.575184047526934,0.0763448663905516
0,9.6,8.95,7.36,12.2,1.0,0,0.2,2.0,0.5539366789162159,2.0,52.0,0.0,0.0034273662008963,0.002112378538234,0.5995980539105155,0.0186664652079343
0,11.6,11.08,6.51,14.0,11.0,0,0.7857142857142857,11.272727272727272,0.5270313434302807,3.0,57.0,0.0035496566093062,0.0088741415232656,0.0084374666239453,0.5704050827642967,0.0731801154034642
0,9.7,10.83,5.72,11.2,16.0,0,0.3809523809523809,13.0,0.5507105104625225,2.0,32.0,0.0,0.0854004689621128,0.0015088645794039,0.3203003406524658,0.1212232037926879
0,10.9,9.9,6.82,14.0,2.0,1,0.0833333333333333,12.0,0.5400454625487328,0.0,57.0,0.0,0.0037132542547705,0.013083451202263,0.5730783474445342,0.0554931568489514
0,10.9,10.06,6.75,13.3,1.0,0,0.0526315789473684,8.0,0.0,2.0,17.0,0.0,0.0003995737879595,0.0245688636900543,0.5065461399762528,0.0520483722206766
0,9.1,8.94,6.62,11.6,0.0,0,0.0,0.0,0.5250509511679411,3.0,0.0,0.0,0.0198216055500495,0.0364637985309548,0.5035739934669351,0.0159527545794844
0,9.3,9.38,6.88,12.9,0.0,0,0.0,0.0,0.571289487183094,1.0,84.0,0.0,0.0153734590282813,0.0034527406128614,0.3910006167013434,0.0
0,11.6,9.97,7.14,14.0,2.0,0,0.1666666666666666,2.0,0.5404190942645073,2.0,29.0,0.0,0.0058539944903581,0.0082781456953642,0.6084870861201991,0.2657301392734535
0,8.2,10.68,6.82,10.4,0.0,0,0.0,0.0,0.0,7.0,0.0,0.0,0.0246206091478297,0.001587530668206,0.6071520984172821,0.0192594973370432
0,11.5,10.2,7.77,13.6,2.0,1,0.1538461538461538,9.5,0.7834176421165466,2.0,0.0,0.0038500506585612,0.0016210739614994,0.0140339425587467,0.6360443919477329,0.0683976423750863
0,9.1,8.56,7.35,12.2,9.0,1,1.125,8.777777777777779,0.7965891659259796,2.0,0.0,0.0,0.0038765700108543,0.0153736991485335,0.5813929529676976,0.0463850483298301
0,9.7,8.78,7.15,12.6,4.0,1,0.3333333333333333,3.25,0.8265872001647949,1.0,77.0,0.0687448728465955,0.0121410992616899,0.0063600782778864,0.5671049204991037,0.0956111791942658
0,8.7,8.68,6.8,11.4,5.0,0,0.5555555555555556,5.4,0.5311890617012978,3.0,0.0,0.0,0.0045915136162127,0.0096446700507614,0.6077762357393901,0.1390395431794813
0,10.0,9.46,7.5,12.9,17.0,1,1.7,7.529411764705882,0.8364458084106445,2.0,0.0,0.0006154793045083,0.0070780120018464,0.0081360946745562,0.5413546707142483,0.0583017152527071
0,11.6,9.67,6.8,13.6,31.0,0,5.166666666666667,2.774193548387097,0.5079636629670858,1.0,35.0,0.0008554319931565,0.0002138579982891,0.0025839793281653,0.5240879836289779,0.0639167630301581
0,12.8,10.21,8.23,14.0,4.0,0,0.5714285714285714,1.75,0.0,3.0,33.0,0.0043212099387828,0.0,0.0194805194805194,0.5021914673888165,0.2079214920313874
0,12.2,10.45,7.47,14.6,2.0,0,0.125,7.5,0.7261592596769333,2.0,64.0,0.0,0.0027142857142857,0.0125595495885664,0.3831945140398186,0.2539290691666622
0,10.0,9.19,7.39,12.7,5.0,0,0.625,9.0,0.729046493768692,2.0,0.0,0.0005047106325706,0.0042059219380888,0.0108257804632427,0.596278143321213,0.1812391674000703
0,12.2,9.6,6.99,14.0,6.0,0,0.75,5.166666666666667,0.0,1.0,43.0,0.0,0.0132936507936507,0.0027739251040221,0.4967202973692384,0.0054880140349268
0,10.6,10.44,7.01,12.2,1.0,0,0.0454545454545454,2.0,0.5668342113494873,2.0,0.0,0.0001467782181124,0.008513136650521,0.013001569154898,0.5751596428380155,0.0617127548119219
0,9.6,10.66,5.96,10.8,11.0,0,0.127906976744186,9.909090909090908,0.0,7.0,0.0,0.0,0.0005530168524609,0.0022697795071335,0.6286590218544006,0.0219832383096218
0,13.4,11.48,7.26,14.6,8.0,0,0.8,6.25,0.6312867701053619,3.0,91.0,0.001708952280794,0.0006572893387669,0.0241439859525899,0.4090810081716311,0.0912162095930793
0,11.7,10.87,6.19,13.1,1.0,1,0.0454545454545454,4.0,0.5733071565628052,2.0,56.0,0.0,0.0039417496988941,0.0018779342723004,0.5299608945846558,0.0130373614840209
0,8.7,7.3,6.4,11.8,5.0,0,0.217391304347826,3.4,0.4911044910550117,0.0,0.0,0.0,0.0070237050043898,0.0064298344317633,0.38082901933691,0.0095442784018814
0,9.4,9.39,6.87,12.0,0.0,0,0.0,0.0,0.5781048759818077,3.0,42.0,0.0,0.0073004285034121,0.0103823752848822,0.5750501825229117,0.07892746636727
0,8.2,8.16,6.95,11.3,37.0,1,3.0833333333333335,5.135135135135135,0.7143079340457916,2.0,0.0,0.0,0.0066298342541436,0.010116148370176,0.4806705735231701,0.0463247234933078
0,11.2,10.68,7.49,13.7,1.0,0,0.1428571428571428,10.0,0.5295382291078568,2.0,20.0,0.0,0.0016460905349794,0.0056179775280898,0.4993799535578556,0.1686422242787702
0,9.1,8.8,6.34,11.8,4.0,1,0.2222222222222222,14.5,0.5502065420150757,3.0,42.0,0.0,0.0029843322556577,0.0153025410641583,0.5254401111602783,0.0284150384506623
0,10.9,9.95,7.13,12.8,5.0,1,0.3125,6.4,0.740761935710907,0.0,27.0,0.0,0.0048773490173576,0.0013419816595839,0.5909195528161235,0.0894164844660253
0,10.8,9.86,8.35,12.9,4.0,1,1.0,3.5,0.5157131385058165,1.0,53.0,0.0,0.0021827252884315,0.0120986505351326,0.4049455144575664,0.1095244569142632
0,9.8,8.65,6.82,12.6,4.0,0,0.5,8.75,0.4836667329072952,1.0,44.0,0.0,0.0263602568435282,0.0342098544804697,0.3399544456425835,0.0844601133324806
0,10.9,9.33,7.36,13.0,5.0,1,0.3846153846153846,5.2,0.5229921340942383,2.0,24.0,0.0004083299305839,0.0024499795835034,0.0142180094786729,0.4552310007882405,0.0816920124902213
0,8.4,8.37,7.42,11.9,1.0,0,0.0909090909090909,2.0,0.0,5.0,0.0,0.0,0.0091769429308861,0.0082125603864734,0.5975002565473881,0.2322997589687663
0,11.1,10.3,7.22,13.1,2.0,0,0.4,4.5,0.5488164238631725,2.0,0.0,0.0,0.0009138679460817,0.0256615878107457,0.5700618400023534,0.0527870965112764
0,9.4,9.23,6.75,12.5,4.0,0,0.2857142857142857,6.25,0.6836233139038086,2.0,0.0,0.0,0.0087287376902417,0.021194249907851,0.3352142698114568,0.1582718441674148
0,10.8,8.93,7.45,12.9,1.0,0,0.25,22.0,0.4700752757489681,1.0,41.0,0.0,0.0081447963800904,0.0086467790747946,0.5490026162730324,0.0070006985217332
0,10.8,8.59,5.53,13.8,17.0,1,0.2048192771084337,16.941176470588236,0.7123455852270126,3.0,42.0,0.0013571826280623,0.0044891425389755,0.021860645304112,0.5672530298201454,0.0909385541792799
0,10.7,8.09,6.29,13.0,2.0,0,0.0833333333333333,4.0,0.5432215221226215,1.0,0.0,9.889240506329114e-05,0.0094936708860759,0.0133045069017129,0.4788500715185095,0.0466002587750914
0,11.2,10.01,6.62,13.6,8.0,0,0.4210526315789473,8.0,0.7219087183475494,0.0,133.0,0.0001209774981853,0.0097386886039196,0.0069128787878787,0.397261900359934,0.2122448298123845
0,10.7,8.77,6.79,13.1,22.0,0,1.4666666666666666,6.590909090909091,0.0,2.0,79.0,0.0015357612988152,0.0024133391838525,0.0068467801628423,0.5023069929296725,0.07021544396957
0,10.2,9.55,7.2,13.0,7.0,0,1.0,12.571428571428571,0.5115303890779614,3.0,63.0,0.0,0.0049884881043745,0.0012206286237412,0.4431493217746417,0.0828177249623038
0,11.0,9.12,7.46,13.2,2.0,0,0.25,10.0,0.790919840335846,1.0,0.0,0.0019102196752626,0.0049347341610951,0.0173891746265001,0.5547502091526986,0.0276860129553824
0,13.0,9.65,7.72,14.5,2.0,1,0.1666666666666666,4.5,0.728417158126831,1.0,27.0,0.000805023345677,0.0035421027209789,0.0226497808085728,0.5134260037670965,0.2488616831115093
0,7.6,7.73,7.02,10.8,1.0,0,0.0833333333333333,1.0,0.4769316613674164,5.0,15.0,0.0,0.0115463917525773,0.0096243402669978,0.5256741831379552,0.2800644569320434
0,11.1,10.45,8.03,13.9,4.0,0,0.6666666666666666,10.0,0.0,3.0,46.0,0.0,0.0025207057976233,0.0052053209947946,0.4883555250831797,0.1456327687784662
0,11.1,9.84,6.85,13.2,2.0,0,0.1111111111111111,8.5,0.7528497576713562,1.0,0.0,0.0003978516013526,0.0042769047145414,0.0162170131210378,0.4712349192610748,0.0581615375429407
